Id,Size,HistoricalPrice,CurrentPrice
5125,1787,201096,410131
5126,3126,146612,384068
5127,2681,460462,469642
5128,1622,361538,480920
5129,4841,184335,273675
5130,4676,463133,211711
5131,3572,193012,192530
5132,3819,181748,360339
5133,1937,262491,561234
5134,4692,165195,278236
5135,4401,304767,430060
5136,4260,189846,190376
5137,2118,202404,522857
5138,1616,401286,266128
5139,2031,361320,346118
5140,1066,171540,339814
5141,4567,269361,235566
5142,1190,439092,489269
5143,4437,421095,237519
5144,3815,111755,162437
5145,1520,352915,212146
5146,1989,480129,177618
5147,2140,184553,331839
5148,3314,234962,159705
5149,2634,456520,338218
5150,3532,356760,369288
5151,4580,117175,493056
5152,4369,427831,463894
5153,4980,447127,194379
5154,2187,325783,202682
5155,1375,255360,345785
5156,1652,146629,255894
5157,4339,216779,337991
5158,1548,278872,210384
5159,2097,268439,280512
5160,4579,430657,463272
5161,1072,182762,545051
5162,3355,260094,171283
5163,1198,300401,199506
5164,4201,494875,389173
5165,2781,157941,334697
5166,4895,405617,317035
5167,1571,286670,537151
5168,1790,116040,393244
5169,2638,169806,290251
5170,2831,244358,506584
5171,2855,300211,518793
5172,2510,212076,161955
5173,4924,155916,395144
5174,2174,248672,550414
5175,4740,495507,456732
5176,4277,365955,554982
5177,1178,131276,246626
5178,3244,285217,334642
5179,1734,443193,482018
5180,3136,301750,329751
5181,1798,319854,527261
5182,4505,322115,548517
5183,1787,286757,296216
5184,3795,243266,557000
5185,4254,435206,217959
5186,1208,250434,158272
5187,1492,416643,282645
5188,4201,146281,174419
5189,3712,406996,363411
5190,4084,362120,198555
5191,2657,353693,286248
5192,3918,278908,317233
5193,1731,104595,344512
5194,2129,195930,389133
5195,4446,246474,339934
5196,2605,361745,272082
5197,4778,296355,296236
5198,3745,454820,175379
5199,4170,273795,372261
5200,1593,282394,430512
5201,4658,277836,370113
5202,3933,322360,575987
5203,3899,381549,321317
5204,2215,158122,254302
5205,1324,330561,248906
5206,1978,332661,193327
5207,2749,228909,327526
5208,2850,365591,505931
5209,4003,284215,327813
5210,2490,110662,181977
5211,1893,158282,411456
5212,2390,498115,156714
5213,4389,390726,256680
5214,1143,167471,489381
5215,1383,223513,558107
5216,3263,273285,202299
5217,4432,207578,477268
5218,3371,438015,505196
5219,4086,183205,453056
5220,1216,436225,526886
5221,2515,467927,218446
5222,3998,334631,364862
5223,4618,183805,211516
5224,3230,224698,275223
5225,3317,268902,587466
5226,3992,110712,317188
5227,2490,443671,233521
5228,3917,491597,565367
5229,2635,226888,537817
5230,4590,332398,221366
5231,4613,296437,325369
5232,3514,187185,190888
5233,3352,461995,468339
5234,2167,112210,496154
5235,1110,136972,352088
5236,2013,336966,356051
5237,1231,396280,335406
5238,2714,478589,248474
5239,4655,378089,279986
5240,4793,326273,218345
5241,2755,441324,582977
5242,4663,432597,272617
5243,4571,447548,308002
5244,3642,103052,209117
5245,2577,389416,435239
5246,2296,403294,358554
5247,4774,327276,153991
5248,3220,248388,173519
5249,1972,238312,438801
5250,2030,459239,412970
5251,4226,430918,323697
5252,4593,405319,494193
5253,3593,493781,167801
5254,3595,116375,573062
5255,4992,125710,189566
5256,1517,280967,304229
5257,4991,354624,309435
5258,1913,246246,593775
5259,3262,469170,542938
5260,3181,127597,548352
5261,3332,436433,339009
5262,4197,185687,167421
5263,2944,218968,406080
5264,2462,140274,407230
5265,2872,303570,228027
5266,3733,148634,157546
5267,4223,392185,483583
5268,3378,447509,327695
5269,4609,495419,428550
5270,4454,414130,542353
5271,4186,387514,421969
5272,3941,397391,391569
5273,4553,486547,446317
5274,2307,481688,411536
5275,1898,306994,467763
5276,2098,356480,495258
5277,2189,493650,519215
5278,2212,162982,551139
5279,3125,427324,446518
5280,3994,208534,322483
5281,4673,265546,476512
5282,1687,386788,420460
5283,3068,138493,422700
5284,1565,445968,553274
5285,2207,497175,254554
5286,2894,409433,381059
5287,4293,342217,568698
5288,1826,253612,194494
5289,2351,397625,568221
5290,3226,326577,496815
5291,2811,177097,182481
5292,4183,384722,178401
5293,4807,434192,190431
5294,4797,283951,476603
5295,2082,241668,502617
5296,2350,279022,273311
5297,3952,457881,398482
5298,2644,380831,270327
5299,4968,222540,359754
5300,3716,267061,591720
5301,1190,392327,546439
5302,2223,382902,389198
5303,2335,232154,190149
5304,1707,338013,162863
5305,4106,196368,515632
5306,1378,145891,310636
5307,1386,146901,370696
5308,4829,466056,172499
5309,3284,171062,388691
5310,1615,252635,407128
5311,2542,434152,501362
5312,3330,495991,182132
5313,3048,380118,276272
5314,2754,253460,285605
5315,1463,180591,364034
5316,4301,352990,492240
5317,1966,380759,577625
5318,1171,122838,411085
5319,4158,402872,566203
5320,4624,216249,160633
5321,2146,178000,599423
5322,1842,414942,331607
5323,2321,244608,416140
5324,2908,236772,281086
5325,1689,269911,413818
5326,3622,372392,581083
5327,2507,145291,207251
5328,3212,444773,336781
5329,3024,315963,532306
5330,2722,225612,298936
5331,1382,117177,438465
5332,3256,143815,305154
5333,4810,400677,190131
5334,4503,362170,352565
5335,2412,204997,285282
5336,2583,160611,395152
5337,3271,187242,401231
5338,3050,286175,265663
5339,1371,467057,495749
5340,2710,142082,184851
5341,2469,247330,439009
5342,1610,203613,495750
5343,1115,460459,285230
5344,4341,451834,271497
5345,1446,195220,469996
5346,2391,115389,461483
5347,4324,191860,513230
5348,2340,258757,432716
5349,1414,121797,547316
5350,4166,474119,325541
5351,2808,459313,493205
5352,3939,345939,341933
5353,2047,166332,168456
5354,4699,336655,467947
5355,3710,324997,477777
5356,2873,385840,356091
5357,2073,102024,186232
5358,4573,237656,217323
5359,1717,453142,518211
5360,4569,258116,565004
5361,2358,357339,428236
5362,4150,367429,413276
5363,2605,369514,358922
5364,4098,117903,385253
5365,3318,263571,369190
5366,1561,460048,281024
5367,3851,385139,407075
5368,3294,467304,378844
5369,4847,188377,399596
5370,4662,301474,425212
5371,1386,399966,590617
5372,1701,469556,329598
5373,3606,413366,265729
5374,1972,456232,226593
5375,2384,452594,205041
5376,4937,209366,380230
5377,1983,472222,385114
5378,2511,163853,475516
5379,1351,285715,217562
5380,2724,485938,504243
5381,2951,253405,214046
5382,2279,152442,540232
5383,4293,330755,508602
5384,2907,109675,288161
5385,1752,189590,428767
5386,3828,470714,461785
5387,2024,393805,424187
5388,1545,164289,216572
5389,2469,117184,536362
5390,1078,410107,236700
5391,2259,256894,207061
5392,3381,307537,267957
5393,1888,367411,418266
5394,4420,283719,459490
5395,4169,424958,378394
5396,2105,398169,526137
5397,3549,221246,559366
5398,2990,439749,237630
5399,2500,232053,227228
5400,4998,405580,424198
5401,4775,249544,151767
5402,3812,250408,154708
5403,1920,256659,387729
5404,1549,439336,470143
5405,3061,337439,202158
5406,1391,482735,572508
5407,4418,446655,178082
5408,3357,109665,184024
5409,3433,258169,435605
5410,4280,453421,155351
5411,2380,152474,590247
5412,1973,303045,494772
5413,4672,175911,254720
5414,4639,192643,274501
5415,4165,392628,582934
5416,4164,359383,522776
5417,1339,463309,240577
5418,3644,276682,276875
5419,4516,281879,372284
5420,1756,387979,512161
5421,2045,326351,293849
5422,3338,196453,370928
5423,4556,153790,289380
5424,4855,308032,193441
5425,3353,371787,263682
5426,3681,437990,230865
5427,4199,113200,163882
5428,3672,152275,264883
5429,1938,451145,547930
5430,4344,252363,372658
5431,1847,404592,324504
5432,1441,191685,362361
5433,3550,372763,507659
5434,1129,205454,260625
5435,4203,101766,275934
5436,1596,365693,560874
5437,2958,249765,350317
5438,2505,356356,379714
5439,1861,470082,517209
5440,4461,489817,383651
5441,3640,410472,408669
5442,1998,320172,489171
5443,3372,125301,331880
5444,4140,144763,189530
5445,4731,251837,289906
5446,3495,406931,557574
5447,2551,482819,553088
5448,3866,107425,470838
5449,2640,375001,237193
5450,4236,283843,273498
5451,2511,455143,331393
5452,2736,359561,371435
5453,3756,141457,354781
5454,2449,310813,428829
5455,4768,493920,554549
5456,2857,105452,266254
5457,1264,211153,292428
5458,4946,401006,452728
5459,3659,292543,332434
5460,4413,380444,161344
5461,3879,101845,264491
5462,4797,219342,194619
5463,4349,401325,257107
5464,3721,337366,376351
5465,2462,339004,283015
5466,1156,294110,371257
5467,2445,348850,341289
5468,3298,314362,262319
5469,3925,347688,564237
5470,2632,134404,420492
5471,3577,122564,358358
5472,3374,197898,297711
5473,4008,380371,235030
5474,1894,195259,323083
5475,3144,224451,395649
5476,1512,117215,384408
5477,1215,230577,516709
5478,4203,358392,430784
5479,4331,171074,185402
5480,3172,208621,215088
5481,4153,279289,545107
5482,4354,206759,309331
5483,2706,228471,310059
5484,3106,383855,333688
5485,2567,148398,543132
5486,3208,363430,291755
5487,3331,265369,422111
5488,3153,208304,227664
5489,2128,204959,583410
5490,4510,339317,250274
5491,1227,257557,374903
5492,4771,422111,474805
5493,4653,459947,237738
5494,3365,229745,353379
5495,2487,154583,455596
5496,1801,224077,162857
5497,2622,211359,574517
5498,2905,127086,468044
5499,3921,247556,181460
5500,1471,299695,236923
5501,2079,204132,461944
5502,3672,159263,553048
5503,3060,249747,590624
5504,4511,482299,424770
5505,2041,160664,338944
5506,3741,482618,509083
5507,4020,439112,246159
5508,3160,496707,166802
5509,1228,277198,428477
5510,1170,342730,447264
5511,1294,496608,243621
5512,1188,167804,303231
5513,1425,400544,567876
5514,1976,390232,206843
5515,2102,311087,275179
5516,3705,187893,315591
5517,1918,368113,506477
5518,4253,108981,365649
5519,1498,416235,194935
5520,2821,207154,172507
5521,3809,386552,352132
5522,1865,255313,496415
5523,1825,410084,469367
5524,4779,282177,308747
5525,2858,292122,525631
5526,3118,103657,167673
5527,3295,383374,259619
5528,1145,313766,185470
5529,2641,184731,453747
5530,4846,273412,574446
5531,2319,267022,295614
5532,3629,238939,391635
5533,1469,309614,473551
5534,4577,104329,203821
5535,1192,398009,447834
5536,2091,298012,156654
5537,3541,137869,262259
5538,4888,297977,366616
5539,1051,482329,500408
5540,3929,183984,439590
5541,3410,487316,507659
5542,2820,201069,198484
5543,3964,348577,194078
5544,3521,451855,526968
5545,2869,428396,154225
5546,3568,441530,536242
5547,2786,218728,224745
5548,2454,494927,391268
5549,2867,125801,326559
5550,4369,318359,349748
5551,4506,335637,161721
5552,4767,190709,545803
5553,3738,415414,258878
5554,4269,417679,189437
5555,4199,355560,300061
5556,3579,343738,313798
5557,3007,307831,351612
5558,2434,116220,491981
5559,1839,375536,248215
5560,4136,495462,537581
5561,4765,382154,453312
5562,1240,226951,514258
5563,4440,430502,483760
5564,1535,248306,288480
5565,2407,458334,547369
5566,4502,215795,537031
5567,1082,484934,292127
5568,1981,225223,431904
5569,4902,175205,167752
5570,4768,101082,370801
5571,1950,258566,547016
5572,4899,437237,216573
5573,1610,414096,573270
5574,1573,136719,342888
5575,3333,148737,439010
5576,1988,207271,413136
5577,4605,270608,435840
5578,1458,281676,383886
5579,4283,167839,510841
5580,3173,410075,223541
5581,4484,402069,202838
5582,2522,282075,441544
5583,3472,187745,494421
5584,3601,226298,530836
5585,3657,193709,429709
5586,2984,404431,189585
5587,2566,321798,578049
5588,4229,207252,533703
5589,3159,272855,424238
5590,3449,471467,312352
5591,4830,314838,196647
5592,1121,320013,325450
5593,1272,374947,562729
5594,2317,280697,543370
5595,1397,218819,507942
5596,3518,455505,571350
5597,1984,113698,411972
5598,2230,115376,258050
5599,2133,375261,551894
5600,4511,336591,287366
5601,2301,148786,421718
5602,4639,213005,185183
5603,2910,318850,329819
5604,4986,428624,478750
5605,3616,262767,299710
5606,2505,494727,207194
5607,4874,415377,590769
5608,4185,473166,176082
5609,2916,192529,297378
5610,3944,341496,520515
5611,1819,200919,277899
5612,3900,445677,419951
5613,4548,298382,332414
5614,3757,309870,182143
5615,2956,169407,271952
5616,3368,173809,470558
5617,1178,379373,371374
5618,1896,142176,436859
5619,3266,194825,343126
5620,3836,496476,485078
5621,2972,197555,162202
5622,2551,103145,177987
5623,1491,197289,316812
5624,4962,238874,397274
5625,1060,364407,226848
5626,2077,157788,334943
5627,2703,239227,407476
5628,3585,231994,294699
5629,3895,303303,380721
5630,4035,251744,375366
5631,1064,269598,201069
5632,4683,407488,190409
5633,1585,484963,408329
5634,2727,173352,506166
5635,3218,402468,261689
5636,4344,456219,256948
5637,4960,326710,342558
5638,4770,269770,151611
5639,1534,439313,538191
5640,4462,385528,181657
5641,3740,103512,168462
5642,4398,499282,397824
5643,3155,262572,239299
5644,2870,223775,450691
5645,4233,178743,519898
5646,3861,447786,572279
5647,2004,491731,386526
5648,3499,179858,494417
5649,2229,154800,491541
5650,3637,200364,202788
5651,2039,364531,323595
5652,1326,287232,311356
5653,1607,304639,237964
5654,3706,232871,478391
5655,1001,219095,425850
5656,2033,135548,160924
5657,3481,190450,165921
5658,1124,205669,568648
5659,2104,442315,531104
5660,3532,407558,167813
5661,3699,173071,254748
5662,2861,212808,521132
5663,2173,178591,346322
5664,3847,324213,538222
5665,3920,366441,283140
5666,4411,209513,189927
5667,1128,490812,517292
5668,1437,448623,180539
5669,1750,198752,423827
5670,3548,236080,273031
5671,4129,317885,497295
5672,2221,477625,316746
5673,3258,247892,202703
5674,4985,253325,470954
5675,1901,167156,498255
5676,3092,342960,366415
5677,4168,160263,498121
5678,2302,481140,368186
5679,3582,199252,292189
5680,2433,218632,415809
5681,3508,436999,456534
5682,1390,116575,487028
5683,4918,374348,213887
5684,2067,111952,329338
5685,1026,183323,467685
5686,3841,282214,506463
5687,4168,264944,157882
5688,4022,260448,220825
5689,1547,297156,426054
5690,3668,242712,452710
5691,1566,388581,344145
5692,1703,227129,509663
5693,2242,449825,317248
5694,1184,354522,233081
5695,4140,107903,311361
5696,4900,314776,593627
5697,4201,126863,259337
5698,2590,405525,165362
5699,2913,390692,425927
5700,4680,111467,325234
5701,1847,420098,578965
5702,1598,386045,387441
5703,1805,385445,546770
5704,4702,486830,430917
5705,4791,333614,327367
5706,2357,447324,311403
5707,4996,169903,457784
5708,4225,466099,459113
5709,4618,119755,455130
5710,3126,421961,252017
5711,3626,364237,528324
5712,2878,356094,157585
5713,3460,458463,154122
5714,1545,385084,166838
5715,2632,275112,298373
5716,3216,228714,435251
5717,3728,191544,338429
5718,4734,184437,369233
5719,3630,455113,514822
5720,3562,207001,336283
5721,4385,187725,216025
5722,3079,477928,216520
5723,3334,210675,167344
5724,3641,194266,469346
5725,4114,371380,512230
5726,2926,434741,427103
5727,1616,315196,581967
5728,4072,234974,545085
5729,4644,199656,456408
5730,3317,396508,442412
5731,2203,207071,234564
5732,2759,456554,582822
5733,3565,251168,294622
5734,4174,243092,400105
5735,4081,158473,286774
5736,3630,341472,228563
5737,4161,406297,522308
5738,1225,272349,379351
5739,1669,400646,436603
5740,2763,115675,468926
5741,1916,218384,287104
5742,3173,178229,151825
5743,4003,189049,276187
5744,4280,283220,398870
5745,4168,451301,591317
5746,3121,320319,472253
5747,4698,205711,162470
5748,2214,210090,415914
5749,2705,455465,308340
5750,2842,301974,543245
5751,2983,388609,311155
5752,4787,394430,421102
5753,1055,154795,525950
5754,1719,470283,420950
5755,3600,310255,444306
5756,3079,203845,486876
5757,4598,412130,315961
5758,1573,437540,177702
5759,1666,417322,578993
5760,1283,372889,596187
5761,2744,354232,419883
5762,4903,353730,436743
5763,4565,303426,448971
5764,3234,441781,226821
5765,1497,498244,246683
5766,2465,329333,218446
5767,1129,148566,361282
5768,1638,405866,496034
5769,4363,448767,435183
5770,3161,473218,538165
5771,4270,174974,400527
5772,3060,446228,588145
5773,4342,270951,509511
5774,4672,348595,193884
5775,4286,479497,306218
5776,3491,204417,195819
5777,4861,430243,233162
5778,4583,279729,363704
5779,3494,239570,574524
5780,1985,304739,556270
5781,1992,387251,229606
5782,3762,259865,519933
5783,3121,495912,202018
5784,3584,415983,176250
5785,1100,189241,295485
5786,3223,123397,489535
5787,1426,107704,451065
5788,4188,378586,483267
5789,4237,294860,405311
5790,1040,229576,224363
5791,1428,109765,306857
5792,1343,477972,337937
5793,4495,110002,247400
5794,1365,359853,246847
5795,4191,373534,419005
5796,1608,275508,226340
5797,3704,358446,557195
5798,1727,345620,347905
5799,3276,106641,263049
5800,1824,211119,150357
5801,4201,377768,409718
5802,2375,109966,526748
5803,1888,320422,459345
5804,3043,265261,335326
5805,2341,171301,494304
5806,4031,215123,422940
5807,4720,440327,173238
5808,3883,334624,506320
5809,4408,104959,594194
5810,2296,412946,190883
5811,1116,224125,235478
5812,3865,485939,219396
5813,3415,127215,391819
5814,2117,155046,416591
5815,1167,333265,432667
5816,4001,456737,345895
5817,2738,269741,592505
5818,2364,267198,399494
5819,3708,441180,285921
5820,4985,472008,305790
5821,1694,220333,517615
5822,1924,116772,500006
5823,1151,151943,473121
5824,1585,431012,500469
5825,4948,411999,308207
5826,1912,253290,311334
5827,3321,201124,540566
5828,2577,419349,371043
5829,1495,236031,184787
5830,4795,314051,385550
5831,3148,125874,427833
5832,1556,231007,320932
5833,2105,101301,529681
5834,2552,420161,462488
5835,3120,143319,480035
5836,4085,320688,332730
5837,4504,317291,247464
5838,1156,384599,478013
5839,1734,235184,578546
5840,3179,419177,230312
5841,4409,289432,341136
5842,4066,469068,177014
5843,2427,132735,184563
5844,4447,434925,558486
5845,4959,341207,574495
5846,1558,488175,510701
5847,3154,228305,546873
5848,4691,298713,239422
5849,3312,208049,520063
5850,4276,367774,544243
5851,4150,165488,295271
5852,1154,234278,266854
5853,4854,418433,588170
5854,4035,381097,396229
5855,1996,463076,229317
5856,3294,241140,427264
5857,1530,358946,337884
5858,3905,178930,239825
5859,2971,286988,418127
5860,3585,363211,409571
5861,1728,412802,478773
5862,2177,152165,220325
5863,1153,442925,283984
5864,4757,240931,460023
5865,1091,129164,302945
5866,4504,204946,164332
5867,3385,311985,297636
5868,2503,489724,227795
5869,2716,333442,257716
5870,4202,461395,563742
5871,3497,120773,346553
5872,3016,133939,595991
5873,3857,499330,498793
5874,1786,460619,559222
5875,1272,351442,171643
5876,3027,374962,213128
5877,3635,371479,192523
5878,1176,417152,482364
5879,4767,171745,202784
5880,3878,274220,500037
5881,1642,356445,471845
5882,2898,365721,561162
5883,4120,173916,294199
5884,1566,235148,528245
5885,1665,159314,259002
5886,4426,403349,310476
5887,4783,213583,369496
5888,2331,184715,167401
5889,3915,336576,558644
5890,4956,156680,514102
5891,4701,128400,394373
5892,2798,207345,402602
5893,2069,298418,262046
5894,3349,187110,476516
5895,3915,220120,424115
5896,3959,390706,500162
5897,1407,118510,404572
5898,2212,161608,536912
5899,3869,414326,166565
5900,2853,335699,156829
5901,2152,126883,406680
5902,3608,302499,226023
5903,4608,266916,578651
5904,4337,329995,231823
5905,2141,111094,188941
5906,3511,495623,401181
5907,1143,112644,323531
5908,3489,332380,591192
5909,4271,185834,523683
5910,4228,471126,159176
5911,1486,152748,407505
5912,1859,421165,463660
5913,4205,162651,296144
5914,2935,398951,509512
5915,1147,128669,562905
5916,2359,261233,299671
5917,4142,388683,275670
5918,4304,496523,232045
5919,2357,379889,316460
5920,3858,270505,531047
5921,3713,333670,200603
5922,1089,396699,486880
5923,2357,494289,437933
5924,1198,394827,358504
5925,4232,125741,500767
5926,1537,253358,464426
5927,4192,103599,445608
5928,1300,228513,348878
5929,1723,389437,454138
5930,2598,377533,362668
5931,4010,374462,389103
5932,2459,365199,519453
5933,1067,221164,273189
5934,4836,182579,241123
5935,4993,237392,394460
5936,3506,204817,437738
5937,2537,104642,333635
5938,1397,109321,530550
5939,1619,442112,361424
5940,4357,319365,255021
5941,2584,202770,367912
5942,2163,253043,440530
5943,1729,356054,397804
5944,1555,471906,216652
5945,2952,214183,506979
5946,3828,217159,510267
5947,4661,387871,429684
5948,2751,173820,525627
5949,3941,209062,445900
5950,3657,314273,586642
5951,3795,127476,286659
5952,3329,242063,362411
5953,3708,316169,239792
5954,3971,220355,461183
5955,4887,170047,553485
5956,1995,241868,156088
5957,2959,103881,512793
5958,2601,115668,192044
5959,3793,331789,570297
5960,2480,265384,342460
5961,3134,128106,291615
5962,2102,323830,153005
5963,4276,377873,449347
5964,3838,229354,428364
5965,4408,170320,258991
5966,4325,417057,182696
5967,3351,421546,360755
5968,2403,221649,196381
5969,3177,466074,591200
5970,3643,268354,386004
5971,2299,269290,281148
5972,2722,159739,516200
5973,3605,348765,300018
5974,1898,366651,435615
5975,2206,277375,525442
5976,4339,202552,581954
5977,4879,179059,321792
5978,4393,255739,506817
5979,2535,235064,436584
5980,4683,337898,424006
5981,1077,230514,251415
5982,3831,449824,218273
5983,4410,125530,519992
5984,3721,341348,171788
5985,4627,115305,306594
5986,2532,209097,220185
5987,1237,353805,350476
5988,2157,318339,333361
5989,2996,152044,542827
5990,2215,230436,288896
5991,4427,189363,532968
5992,1277,420961,157799
5993,4089,203038,410204
5994,1523,146666,235406
5995,1179,381053,457291
5996,1122,122525,408415
5997,2269,212293,273699
5998,2757,201046,420758
5999,4444,137403,175147
6000,4122,268265,488781
6001,2094,497046,518354
6002,1479,231605,170914
6003,4631,343626,475843
6004,4090,252018,421759
6005,2797,385648,200785
6006,3131,210551,500733
6007,4226,417859,381129
6008,3612,259327,491161
6009,3666,136855,459042
6010,3404,141721,539911
6011,1815,211597,521562
6012,3694,272922,467649
6013,1442,462803,226031
6014,4140,396867,241818
6015,3570,266811,535096
6016,1142,360429,150146
6017,1191,105539,321347
6018,2410,216360,559193
6019,1377,463284,584781
6020,3628,252383,388142
6021,1534,334315,577161
6022,2716,431324,259822
6023,4364,479129,382798
6024,2032,448125,152594
6025,4342,398078,226610
6026,2410,493399,338727
6027,3140,371619,570647
6028,2989,294202,363756
6029,3576,421721,272524
6030,2177,358040,238197
6031,1404,388152,308643
6032,3887,307940,473941
6033,2172,142756,193937
6034,1888,301330,529762
6035,4338,180730,340715
6036,1421,182702,367610
6037,4911,281731,388371
6038,2641,408984,472195
6039,1471,312584,490047
6040,3940,400767,226990
6041,1546,425447,487348
6042,1630,408206,481095
6043,4597,156690,247309
6044,4574,308654,537485
6045,2037,198980,276822
6046,3825,497306,356840
6047,4723,407410,310111
6048,2829,261080,527838
6049,1363,449787,568784
6050,3166,158704,187459
6051,4309,342153,288741
6052,1545,479518,370821
6053,4240,370526,364888
6054,3569,305134,234985
6055,1633,451753,316588
6056,2936,146698,343556
6057,2680,363254,369684
6058,1962,477410,410341
6059,4005,231458,349269
6060,4806,315192,398738
6061,1882,342282,566549
6062,4840,409945,238295
6063,3827,476156,598827
6064,1870,458229,460085
6065,1515,302929,259903
6066,3985,131566,451019
6067,2420,341300,541119
6068,1865,123798,293770
6069,3153,123027,246500
6070,2108,367775,473970
6071,1213,320937,312480
6072,4192,339628,274628
6073,4203,156878,369493
6074,3897,145206,228845
6075,3244,203473,513109
6076,1018,158334,296205
6077,1641,434467,270853
6078,4083,153619,354818
6079,2104,203536,317198
6080,1329,255586,183043
6081,1865,253652,547294
6082,1773,359201,203906
6083,1391,316899,161137
6084,1636,497504,441494
6085,3354,106734,416842
6086,4338,314072,280119
6087,4518,401152,576348
6088,4512,411493,160165
6089,3942,238886,281866
6090,3699,238923,556862
6091,3888,486622,369787
6092,2025,232672,549086
6093,3567,156614,248893
6094,4833,303474,442880
6095,2674,365836,383689
6096,3683,226745,470228
6097,4380,289099,166211
6098,1739,348843,236665
6099,2545,382517,288449
6100,1468,329708,289933
6101,3259,474557,561037
6102,2135,114507,490632
6103,2031,425075,308025
6104,3851,175499,540014
6105,3524,302714,448945
6106,1873,303941,168277
6107,1459,476506,495906
6108,3300,459593,565844
6109,2549,458963,494390
6110,1751,401567,279350
6111,2461,203612,439946
6112,2777,186120,534938
6113,4028,479553,350886
6114,1853,453062,596918
6115,4732,166600,409717
6116,3283,141848,571893
6117,2329,106820,288572
6118,1477,370656,154015
6119,3726,267797,280305
6120,4091,413678,470956
6121,3263,316223,157826
6122,3902,487335,159201
6123,1134,270848,179048
6124,3952,160945,533615
6125,2152,345420,169941
6126,1409,445564,492785
6127,2445,278527,208418
6128,2317,445632,346761
6129,2269,283505,453685
6130,4772,371855,593155
6131,2579,290334,220422
6132,1085,186009,530213
6133,3603,314857,305022
6134,2865,109597,270965
6135,4446,160067,348875
6136,2469,318592,301714
6137,1377,148022,191607
6138,4461,312996,574504
6139,2680,474817,524261
6140,2074,151782,495009
6141,1241,286085,164450
6142,4365,472860,417762
6143,1919,480174,403951
6144,2586,434180,315335
6145,3313,397486,217583
6146,4191,185745,487044
6147,3759,334648,411360
6148,4988,419540,440938
6149,2271,214836,425235
6150,1069,206998,427305
6151,4924,150021,547374
6152,3104,230672,535756
6153,2405,480703,177663
6154,3086,428980,366453
6155,3007,320587,549949
6156,1800,308833,512105
6157,4514,177017,384419
6158,2041,341421,313073
6159,3779,286894,582344
6160,1824,464833,592846
6161,1755,180291,290401
6162,3399,452594,465249
6163,2995,266664,475580
6164,2839,156006,540523
6165,2321,204268,280705
6166,3330,412282,404928
6167,2609,162398,371420
6168,1109,321163,242635
6169,2016,250946,219579
6170,4251,419372,426386
6171,2961,424814,248901
6172,3591,225613,372886
6173,2769,202071,275056
6174,4865,210572,570349
6175,1024,347766,305812
6176,1842,238997,512772
6177,3838,365251,180976
6178,1737,186388,321139
6179,3104,195719,161231
6180,1179,218018,284400
6181,1231,389761,395900
6182,2917,174258,175261
6183,1342,412219,437406
6184,1476,226998,546496
6185,2822,384775,312814
6186,3623,223120,153590
6187,1454,293516,528870
6188,2255,459302,331298
6189,1288,146221,237542
6190,2236,248269,163570
6191,3305,468066,381601
6192,1529,133550,376201
6193,3734,376786,421677
6194,3976,206093,538034
6195,3276,361188,556582
6196,4297,193885,525963
6197,1595,179538,405019
6198,4874,424158,488512
6199,1434,381667,571541
6200,1881,472429,184798
6201,4068,301615,320525
6202,2781,205879,434993
6203,1401,190629,337015
6204,3669,438974,549373
6205,4837,407682,524116
6206,3135,409454,573394
6207,3631,215266,363609
6208,4964,288362,441174
6209,2565,374843,401197
6210,4755,331241,276026
6211,1308,351249,332206
6212,3953,166912,270398
6213,1342,245327,477873
6214,1435,179183,158164
6215,1176,160282,367450
6216,1138,158249,151119
6217,1193,138176,163351
6218,4257,108163,337135
6219,4289,416354,222076
6220,4235,223844,457306
6221,2184,466731,443904
6222,1942,331352,592894
6223,1524,434123,373136
6224,4879,178860,239074
6225,2624,252215,531711
6226,4907,367064,590844
6227,4113,182911,385221
6228,3962,400140,411782
6229,3257,456215,321811
6230,1740,147252,179738
6231,1861,484878,398433
6232,4346,499666,459065
6233,1953,152756,534592
6234,2302,412379,406349
6235,2274,452690,211068
6236,4381,493236,435725
6237,2743,487946,245672
6238,3880,311325,171485
6239,3187,470565,373773
6240,1791,428779,186294
6241,1545,385369,465145
6242,2844,299245,282706
6243,2016,469029,193969
6244,2927,185333,150093
6245,2553,271297,178370
6246,1056,372951,169750
6247,3159,106402,387092
6248,1004,104521,393707
6249,4481,294237,398706
6250,2437,350885,428616
6251,4253,476837,393617
6252,4084,108382,168934
6253,2362,473140,586990
6254,2820,115065,369129
6255,2282,447614,451269
6256,3137,114425,451247
6257,3663,375255,341157
6258,3938,271871,500849
6259,3745,153257,468687
6260,2273,486134,298010
6261,4326,292249,489636
6262,4659,489957,594802
6263,3945,443190,470168
6264,4018,399995,320759
6265,2131,108816,438351
6266,1667,102175,199354
6267,3641,373485,386529
6268,3636,426052,318382
6269,3532,256726,198960
6270,4029,159696,473406
6271,4019,288961,247155
6272,2281,318216,407091
6273,3686,445259,294475
6274,1996,392338,294137
6275,2926,184358,371002
6276,1281,272648,307873
6277,4033,464692,258182
6278,4159,250799,249132
6279,2227,134579,572446
6280,3063,196554,484850
6281,4222,247627,442112
6282,1935,415438,192517
6283,1253,149777,400714
6284,2211,499122,334311
6285,1328,140751,575871
6286,3591,300671,404055
6287,3830,208750,279282
6288,4044,174180,343843
